Airline,Source,Destination,Total_Stops,Month_of_Journey,Day_of_Journey,Duration_in_minute,Price
IndiGo,Banglore,Delhi,non-stop,1,6,170,3943
Air India,Mumbai,Hyderabad,2 stops,12,3,255,16172
Jet Airways,Delhi,Cochin,1 stop,5,21,1010,12898
IndiGo,Banglore,Delhi,non-stop,1,5,175,4823
Multiple carriers,Delhi,Cochin,1 stop,6,24,750,13377
IndiGo,Chennai,Kolkata,non-stop,5,27,140,3597
Jet Airways,Kolkata,Banglore,1 stop,9,5,960,9663
Jet Airways,Delhi,Cochin,2 stops,3,21,1365,11543
IndiGo,Delhi,Cochin,1 stop,9,4,345,7398
Jet Airways,Delhi,Cochin,1 stop,6,6,655,10262
Air India,Kolkata,Banglore,1 stop,1,5,795,10203
Air India,Banglore,Delhi,non-stop,9,5,165,5228
Vistara,Kolkata,Banglore,1 stop,5,18,865,9187
Multiple carriers,Delhi,Cochin,1 stop,1,3,395,23533
IndiGo,Banglore,Delhi,non-stop,3,5,170,3943
IndiGo,Banglore,New Delhi,non-stop,9,3,180,7648
Air India,Banglore,New Delhi,2 stops,1,3,875,26743
Jet Airways,Kolkata,Banglore,1 stop,1,5,1055,8586
IndiGo,Mumbai,Hyderabad,non-stop,3,4,90,3175
Jet Airways,Banglore,New Delhi,1 stop,12,3,1285,11087
Jet Airways,Delhi,Cochin,2 stops,12,6,995,14300
Jet Airways,Delhi,Cochin,2 stops,5,21,1775,15129
Air India,Kolkata,Banglore,non-stop,3,24,155,31945
SpiceJet,Banglore,Delhi,non-stop,5,21,160,3311
Vistara,Banglore,New Delhi,non-stop,3,3,160,8028
Air India,Kolkata,Banglore,1 stop,5,18,805,11306
Multiple carriers,Delhi,Cochin,1 stop,9,5,630,15078
Air India,Delhi,Cochin,non-stop,1,6,180,6934
Jet Airways,Kolkata,Banglore,1 stop,9,6,1215,13731
Multiple carriers,Delhi,Cochin,1 stop,5,27,765,10486
Jet Airways,Banglore,New Delhi,1 stop,12,3,980,11087
IndiGo,Banglore,Delhi,non-stop,5,18,170,4423
Air India,Kolkata,Banglore,1 stop,12,6,555,11936
Jet Airways,Delhi,Cochin,1 stop,6,6,520,10262
IndiGo,Kolkata,Banglore,1 stop,5,24,290,5069
IndiGo,Banglore,Delhi,non-stop,3,4,170,4823
Jet Airways,Delhi,Cochin,1 stop,3,6,1235,10262
Jet Airways,Delhi,Cochin,1 stop,6,3,320,15764
Multiple carriers,Delhi,Cochin,1 stop,3,27,915,6427
GoAir,Banglore,Delhi,non-stop,3,5,170,3898
Jet Airways,Banglore,New Delhi,1 stop,6,3,1365,14815
IndiGo,Kolkata,Banglore,non-stop,12,4,155,4488
Jet Airways,Mumbai,Hyderabad,1 stop,6,3,1205,19595
IndiGo,Mumbai,Hyderabad,non-stop,1,6,90,3175
Vistara,Kolkata,Banglore,1 stop,1,5,865,9187
Jet Airways,Kolkata,Banglore,1 stop,6,6,1495,10844
Jet Airways,Delhi,Cochin,1 stop,5,21,1570,12898
Air India,Delhi,Cochin,2 stops,1,5,1275,11281
Vistara,Kolkata,Banglore,1 stop,9,6,1655,9397
Jet Airways,Kolkata,Banglore,1 stop,9,6,685,10844
Jet Airways,Delhi,Cochin,non-stop,6,24,195,4256
Jet Airways,Banglore,Delhi,non-stop,6,18,175,5769
IndiGo,Delhi,Cochin,1 stop,3,21,420,9264
IndiGo,Delhi,Cochin,1 stop,3,21,355,6101
Jet Airways,Kolkata,Banglore,1 stop,9,6,750,13994
Jet Airways,Banglore,New Delhi,1 stop,12,3,365,11087
SpiceJet,Mumbai,Hyderabad,non-stop,3,4,90,2017
Jet Airways,Kolkata,Banglore,1 stop,9,6,730,11841
Vistara,Kolkata,Banglore,1 stop,5,18,1640,9555
Jet Airways,Kolkata,Banglore,1 stop,9,5,740,14781
Jet Airways,Delhi,Cochin,1 stop,6,3,520,15764
IndiGo,Kolkata,Banglore,non-stop,6,6,160,4804
GoAir,Delhi,Cochin,1 stop,4,21,460,6146
Jet Airways,Banglore,Delhi,non-stop,9,6,175,7229
Multiple carriers,Delhi,Cochin,1 stop,9,3,785,12615
IndiGo,Chennai,Kolkata,non-stop,6,21,140,3597
Air Asia,Delhi,Cochin,1 stop,5,15,625,6853
Vistara,Kolkata,Banglore,1 stop,5,15,930,8452
GoAir,Banglore,Delhi,non-stop,6,15,170,3898
Multiple carriers,Delhi,Cochin,1 stop,5,21,630,8266
Multiple carriers,Delhi,Cochin,1 stop,3,27,755,6601
IndiGo,Banglore,Delhi,non-stop,4,15,175,4823
Multiple carriers,Delhi,Cochin,2 stops,6,3,695,10444
IndiGo,Banglore,Delhi,non-stop,3,6,170,4823
Air Asia,Delhi,Cochin,1 stop,1,6,330,9330
IndiGo,Delhi,Cochin,1 stop,12,6,570,6316
Jet Airways,Delhi,Cochin,1 stop,3,6,395,12898
Air India,Banglore,New Delhi,2 stops,1,3,1545,31783
Jet Airways,Delhi,Cochin,1 stop,1,6,925,10262
IndiGo,Kolkata,Banglore,1 stop,5,18,240,4226
Air India,Delhi,Cochin,1 stop,5,18,1640,7480
Jet Airways,Banglore,New Delhi,1 stop,9,3,745,11087
Jet Airways,Banglore,New Delhi,1 stop,3,21,570,7832
Jet Airways,Delhi,Cochin,non-stop,4,15,195,5443
Jet Airways,Delhi,Cochin,2 stops,12,6,1025,10368
Air India,Delhi,Cochin,2 stops,9,3,1420,10660
IndiGo,Delhi,Cochin,1 stop,6,15,480,5883
IndiGo,Mumbai,Hyderabad,non-stop,5,21,95,2227
IndiGo,Delhi,Cochin,1 stop,6,3,320,10851
Air India,Delhi,Cochin,1 stop,6,6,555,9194
SpiceJet,Chennai,Kolkata,non-stop,6,15,135,3543
IndiGo,Kolkata,Banglore,non-stop,6,24,155,4804
Jet Airways,Mumbai,Hyderabad,non-stop,1,5,85,8040
Vistara,Delhi,Cochin,non-stop,6,15,190,6216
IndiGo,Kolkata,Banglore,1 stop,9,4,275,4966
Jet Airways,Kolkata,Banglore,1 stop,12,5,345,14781
Multiple carriers,Delhi,Cochin,1 stop,6,27,535,7741
SpiceJet,Kolkata,Banglore,non-stop,9,6,145,3841
Jet Airways,Kolkata,Banglore,1 stop,3,24,1145,11134
GoAir,Kolkata,Banglore,1 stop,9,6,495,6354
SpiceJet,Kolkata,Banglore,non-stop,5,27,150,3841
Jet Airways,Banglore,Delhi,non-stop,6,21,165,8016
Multiple carriers,Delhi,Cochin,1 stop,3,21,465,5999
Jet Airways,Delhi,Cochin,1 stop,9,3,1415,16289
Air India,Banglore,Delhi,non-stop,12,6,170,5228
Air India,Delhi,Cochin,2 stops,6,27,500,11753
IndiGo,Kolkata,Banglore,1 stop,9,4,290,4268
Jet Airways,Kolkata,Banglore,1 stop,12,5,365,10844
IndiGo,Kolkata,Banglore,non-stop,4,24,155,4804
Air Asia,Kolkata,Banglore,non-stop,3,6,155,4409
Air India,Delhi,Cochin,1 stop,4,21,1590,7174
IndiGo,Delhi,Cochin,non-stop,9,6,195,5601
Multiple carriers,Delhi,Cochin,1 stop,5,18,780,8073
Jet Airways,Kolkata,Banglore,1 stop,6,5,960,14388
SpiceJet,Chennai,Kolkata,non-stop,3,3,140,7298
Air India,Banglore,New Delhi,2 stops,3,15,980,10111
SpiceJet,Banglore,Delhi,non-stop,5,21,170,3573
Jet Airways,Kolkata,Banglore,1 stop,3,24,540,13759
Air India,Banglore,Delhi,non-stop,4,21,165,6121
IndiGo,Kolkata,Banglore,non-stop,9,3,155,4148
Jet Airways,Delhi,Cochin,1 stop,5,18,660,15554
SpiceJet,Kolkata,Banglore,non-stop,6,4,150,3873
IndiGo,Delhi,Cochin,1 stop,5,18,380,7640
Air India,Kolkata,Banglore,non-stop,6,5,150,5510
Jet Airways,Delhi,Cochin,1 stop,5,27,1620,16079
Jet Airways,Delhi,Cochin,non-stop,12,6,195,7202
IndiGo,Banglore,Delhi,non-stop,6,21,170,3943
Air India,Banglore,New Delhi,non-stop,9,3,170,8851
Jet Airways,Delhi,Cochin,1 stop,3,27,1470,5963
IndiGo,Banglore,Delhi,non-stop,4,15,170,4591
Jet Airways,Delhi,Cochin,2 stops,3,3,1380,18799
Jet Airways,Banglore,New Delhi,1 stop,3,18,1090,12284
IndiGo,Banglore,Delhi,non-stop,12,4,170,4990
Jet Airways,Kolkata,Banglore,1 stop,5,21,1200,14388
Air Asia,Banglore,Delhi,non-stop,5,27,170,3383
Jet Airways,Kolkata,Banglore,1 stop,1,5,435,5608
Vistara,Banglore,Delhi,non-stop,5,15,155,4878
Jet Airways,Delhi,Cochin,1 stop,1,4,1100,5406
Air India,Delhi,Cochin,non-stop,3,4,180,4729
Multiple carriers,Delhi,Cochin,1 stop,6,24,840,7618
IndiGo,Kolkata,Banglore,1 stop,1,5,325,6218
IndiGo,Banglore,Delhi,non-stop,9,5,175,4823
SpiceJet,Kolkata,Banglore,non-stop,4,15,150,4174
Jet Airways,Banglore,New Delhi,1 stop,6,3,400,22270
Air India,Delhi,Cochin,3 stops,3,21,2280,9128
Air India,Mumbai,Hyderabad,2 stops,6,3,560,13757
Air Asia,Banglore,Delhi,non-stop,9,5,165,3383
Multiple carriers,Delhi,Cochin,1 stop,3,27,620,6427
IndiGo,Banglore,Delhi,non-stop,6,5,170,3419
Air India,Delhi,Cochin,2 stops,6,27,1275,10441
IndiGo,Kolkata,Banglore,1 stop,3,24,335,4150
IndiGo,Banglore,Delhi,non-stop,5,18,170,3943
Air India,Delhi,Cochin,1 stop,9,5,555,8372
SpiceJet,Kolkata,Banglore,non-stop,3,4,155,3873
Air India,Delhi,Cochin,1 stop,3,3,1660,14462
Vistara,Chennai,Kolkata,non-stop,6,18,140,11982
Jet Airways,Kolkata,Banglore,1 stop,5,15,365,10844
Air India,Kolkata,Banglore,2 stops,6,6,1830,9626
Jet Airways,Banglore,Delhi,non-stop,5,27,180,4030
Multiple carriers,Delhi,Cochin,1 stop,3,21,440,13542
Air India,Banglore,New Delhi,2 stops,3,15,1075,7664
SpiceJet,Mumbai,Hyderabad,non-stop,3,18,80,2385
Jet Airways,Banglore,Delhi,non-stop,5,27,165,7229
Jet Airways,Kolkata,Banglore,1 stop,9,5,1545,13941
Multiple carriers,Delhi,Cochin,1 stop,5,15,615,7670
Air India,Delhi,Cochin,1 stop,5,27,570,8907
Multiple carriers,Delhi,Cochin,1 stop,3,3,725,15147
Air India,Mumbai,Hyderabad,non-stop,6,3,75,5462
Jet Airways,Banglore,Delhi,non-stop,9,6,175,8016
SpiceJet,Delhi,Cochin,1 stop,9,5,295,5975
Jet Airways,Kolkata,Banglore,1 stop,6,5,890,9663
Jet Airways,Delhi,Cochin,1 stop,5,21,330,16289
Air India,Mumbai,Hyderabad,1 stop,12,3,1440,8065
Air India,Delhi,Cochin,2 stops,6,24,1275,9181
GoAir,Banglore,New Delhi,1 stop,9,3,265,7657
IndiGo,Banglore,New Delhi,non-stop,3,3,175,7648
Air India,Banglore,New Delhi,2 stops,12,3,1525,12778
Vistara,Kolkata,Banglore,1 stop,5,24,965,10027
IndiGo,Kolkata,Banglore,non-stop,3,24,155,7615
Air India,Delhi,Cochin,3 stops,1,6,2280,10703
Air India,Delhi,Cochin,2 stops,12,6,1420,10975
IndiGo,Mumbai,Hyderabad,non-stop,5,18,90,2754
Air India,Delhi,Cochin,2 stops,9,6,1470,12257
Multiple carriers,Delhi,Cochin,1 stop,6,6,840,7408
Vistara,Banglore,Delhi,non-stop,6,18,170,4668
Jet Airways,Kolkata,Banglore,1 stop,5,15,1360,10844
Jet Airways,Banglore,New Delhi,1 stop,12,3,860,13817
Jet Airways,Delhi,Cochin,1 stop,5,18,1040,12373
Air India,Mumbai,Hyderabad,non-stop,3,3,75,11185
Air India,Kolkata,Banglore,2 stops,12,6,1170,6117
Jet Airways,Delhi,Cochin,1 stop,9,5,1270,15554
Air India,Kolkata,Banglore,3 stops,5,24,1470,13007
Air India,Kolkata,Banglore,2 stops,1,5,1185,14960
IndiGo,Chennai,Kolkata,non-stop,12,5,145,3540
Jet Airways,Kolkata,Banglore,1 stop,3,24,980,11134
Air India,Banglore,Delhi,non-stop,6,4,170,5176
GoAir,Banglore,Delhi,non-stop,5,27,170,3398
Multiple carriers,Delhi,Cochin,1 stop,3,21,730,13568
Air Asia,Delhi,Cochin,1 stop,4,27,625,6451
Multiple carriers,Delhi,Cochin,1 stop,5,27,520,8625
Jet Airways,Delhi,Cochin,1 stop,1,6,1655,10262
IndiGo,Banglore,Delhi,non-stop,12,4,170,4423
Vistara,Banglore,Delhi,non-stop,5,27,155,4878
Jet Airways,Delhi,Cochin,2 stops,5,21,1760,15129
Jet Airways,Banglore,Delhi,non-stop,6,4,185,7229
SpiceJet,Chennai,Kolkata,non-stop,3,5,135,3859
Air India,Kolkata,Banglore,2 stops,6,5,920,13873
Air Asia,Kolkata,Banglore,1 stop,5,18,710,5192
SpiceJet,Mumbai,Hyderabad,non-stop,3,18,80,2385
Air India,Delhi,Cochin,2 stops,6,27,1595,9653
Jet Airways,Delhi,Cochin,2 stops,5,27,1125,13029
Air India,Banglore,New Delhi,1 stop,1,3,920,21130
Jet Airways,Mumbai,Hyderabad,non-stop,6,5,90,5678
Jet Airways,Kolkata,Banglore,1 stop,5,24,1480,14151
Jet Airways,Mumbai,Hyderabad,non-stop,3,6,85,4995
Jet Airways,Delhi,Cochin,1 stop,9,5,335,15554
IndiGo,Delhi,Cochin,1 stop,5,27,345,6147
Jet Airways,Banglore,Delhi,non-stop,5,15,165,7229
Air India,Delhi,Cochin,2 stops,6,3,1410,12646
Air Asia,Banglore,Delhi,non-stop,3,5,170,6181
Jet Airways,Banglore,New Delhi,1 stop,3,21,780,7832
Air India,Delhi,Cochin,1 stop,3,21,555,7934
IndiGo,Banglore,New Delhi,non-stop,3,24,165,4238
Jet Airways,Delhi,Cochin,2 stops,6,6,810,11507
Air India,Delhi,Cochin,1 stop,12,6,875,8991
Multiple carriers,Delhi,Cochin,1 stop,6,15,765,9646
IndiGo,Mumbai,Hyderabad,non-stop,6,18,90,2754
Jet Airways,Kolkata,Banglore,1 stop,5,15,800,13067
Multiple carriers,Delhi,Cochin,1 stop,3,6,545,10696
IndiGo,Kolkata,Banglore,non-stop,12,5,155,4804
Vistara,Banglore,Delhi,non-stop,12,6,170,4668
GoAir,Banglore,Delhi,non-stop,6,15,175,3898
Multiple carriers,Delhi,Cochin,1 stop,3,6,375,14848
IndiGo,Kolkata,Banglore,non-stop,3,21,155,4148
Air Asia,Banglore,Delhi,non-stop,12,4,165,4483
Vistara,Banglore,New Delhi,1 stop,3,15,355,6800
IndiGo,Mumbai,Hyderabad,non-stop,9,6,90,4049
IndiGo,Kolkata,Banglore,non-stop,4,21,155,4804
GoAir,Banglore,Delhi,non-stop,1,6,165,3898
Jet Airways,Banglore,New Delhi,1 stop,6,3,730,16736
Jet Airways,Delhi,Cochin,2 stops,3,6,425,13344
IndiGo,Kolkata,Banglore,non-stop,6,21,155,4804
Jet Airways,Delhi,Cochin,2 stops,6,27,440,18804
IndiGo,Banglore,New Delhi,non-stop,3,24,170,3897
IndiGo,Chennai,Kolkata,non-stop,6,27,145,3858
IndiGo,Delhi,Cochin,1 stop,5,18,635,8216
Air India,Delhi,Cochin,2 stops,6,24,1820,12436
Jet Airways,Delhi,Cochin,2 stops,9,6,440,18804
IndiGo,Mumbai,Hyderabad,non-stop,1,5,90,2754
Multiple carriers,Delhi,Cochin,1 stop,3,21,505,14486
Jet Airways,Delhi,Cochin,1 stop,3,21,655,5963
Jet Airways,Delhi,Cochin,2 stops,5,18,1390,15129
IndiGo,Banglore,Delhi,non-stop,6,27,165,3419
Jet Airways,Mumbai,Hyderabad,non-stop,9,5,85,3210
IndiGo,Kolkata,Banglore,non-stop,4,18,155,5224
Jet Airways,Kolkata,Banglore,1 stop,5,18,850,10844
Jet Airways,Banglore,New Delhi,1 stop,3,21,745,7832
IndiGo,Banglore,Delhi,non-stop,12,4,175,4990
IndiGo,Chennai,Kolkata,non-stop,3,18,140,4332
Jet Airways,Delhi,Cochin,1 stop,3,6,715,10577
Jet Airways,Banglore,New Delhi,1 stop,3,18,450,12284
Air India,Delhi,Cochin,1 stop,3,21,1255,6482
Multiple carriers,Delhi,Cochin,1 stop,1,6,450,7933
SpiceJet,Mumbai,Hyderabad,non-stop,1,5,90,2017
Multiple carriers,Delhi,Cochin,1 stop,6,6,930,13377
Jet Airways,Kolkata,Banglore,1 stop,3,24,345,14231
Vistara,Kolkata,Banglore,1 stop,12,5,1065,9922
Jet Airways,Kolkata,Banglore,1 stop,9,6,1630,12692
Vistara,Kolkata,Banglore,1 stop,9,6,355,9187
Jet Airways,Delhi,Cochin,1 stop,5,18,600,12373
SpiceJet,Kolkata,Banglore,non-stop,5,21,145,4174
SpiceJet,Delhi,Cochin,1 stop,5,21,315,6297
Air India,Delhi,Cochin,non-stop,4,24,185,5201
Vistara,Kolkata,Banglore,1 stop,5,18,975,9345
Jet Airways,Delhi,Cochin,2 stops,6,27,1320,13376
Air India,Delhi,Cochin,2 stops,5,21,1275,10231
IndiGo,Kolkata,Banglore,non-stop,6,18,160,4804
SpiceJet,Kolkata,Banglore,non-stop,3,4,155,3841
SpiceJet,Banglore,New Delhi,non-stop,3,15,170,5575
Jet Airways,Delhi,Cochin,2 stops,6,24,810,10368
Jet Airways,Banglore,New Delhi,1 stop,3,15,1235,9134
Jet Airways,Delhi,Cochin,2 stops,6,15,1300,10919
Air Asia,Kolkata,Banglore,non-stop,3,18,155,4384
Air Asia,Kolkata,Banglore,1 stop,9,6,710,7870
Jet Airways,Delhi,Cochin,1 stop,3,27,925,12242
Vistara,Kolkata,Banglore,1 stop,12,5,765,9397
Jet Airways,Delhi,Cochin,1 stop,6,3,1665,17024
Jet Airways,Kolkata,Banglore,1 stop,1,4,590,12996
Air India,Delhi,Cochin,2 stops,5,15,1420,10975
Multiple carriers,Delhi,Cochin,1 stop,6,24,455,6093
Multiple carriers,Delhi,Cochin,1 stop,1,6,735,7740
Air Asia,Kolkata,Banglore,non-stop,6,4,155,3807
Air India,Kolkata,Banglore,2 stops,5,21,810,10697
Jet Airways,Delhi,Cochin,1 stop,9,5,1040,12373
Multiple carriers,Delhi,Cochin,1 stop,5,15,845,9103
SpiceJet,Banglore,New Delhi,non-stop,3,24,170,4377
Multiple carriers,Delhi,Cochin,1 stop,6,3,575,15136
Air India,Delhi,Cochin,2 stops,5,18,1560,12392
Jet Airways,Mumbai,Hyderabad,non-stop,6,5,90,2228
Jet Airways,Kolkata,Banglore,1 stop,12,6,690,10539
Air India,Delhi,Cochin,non-stop,5,27,185,6094
IndiGo,Chennai,Kolkata,non-stop,5,18,140,3850
Air India,Delhi,Cochin,2 stops,5,15,1820,13486
SpiceJet,Chennai,Kolkata,non-stop,6,27,135,3597
Air India,Delhi,Cochin,1 stop,1,4,765,5117
Vistara,Banglore,Delhi,non-stop,6,4,160,5613
Multiple carriers,Delhi,Cochin,1 stop,6,6,385,9646
Jet Airways,Kolkata,Banglore,1 stop,6,5,800,8066
Vistara,Banglore,Delhi,non-stop,1,4,170,5403
IndiGo,Banglore,New Delhi,non-stop,3,24,180,6144
Jet Airways,Kolkata,Banglore,1 stop,1,4,330,10056
Air India,Delhi,Cochin,2 stops,3,21,1410,8236
Jet Airways,Banglore,New Delhi,1 stop,3,15,280,9134
IndiGo,Kolkata,Banglore,non-stop,3,15,160,4148
Vistara,Kolkata,Banglore,1 stop,1,5,1065,9187
Air India,Banglore,New Delhi,2 stops,12,3,1710,12734
Jet Airways,Delhi,Cochin,2 stops,3,21,1925,11869
IndiGo,Banglore,Delhi,non-stop,5,27,175,4823
Vistara,Kolkata,Banglore,1 stop,1,4,1625,7927
Jet Airways,Banglore,New Delhi,1 stop,3,18,760,12284
IndiGo,Chennai,Kolkata,non-stop,6,21,145,3858
Jet Airways,Kolkata,Banglore,1 stop,1,4,945,7064
Vistara,Banglore,Delhi,non-stop,9,4,160,5403
Jet Airways,Kolkata,Banglore,1 stop,6,6,960,14571
SpiceJet,Kolkata,Banglore,non-stop,3,6,155,3841
Multiple carriers,Delhi,Cochin,1 stop,9,6,570,13587
IndiGo,Banglore,Delhi,non-stop,4,21,165,4591
Multiple carriers,Delhi,Cochin,1 stop,1,6,755,8937
Jet Airways,Kolkata,Banglore,1 stop,6,6,1080,12692
Jet Airways,Delhi,Cochin,2 stops,3,21,1925,11093
Air India,Banglore,New Delhi,non-stop,9,3,170,9481
SpiceJet,Mumbai,Hyderabad,non-stop,5,21,90,1965
Jet Airways,Banglore,New Delhi,1 stop,1,3,755,31825
Jet Airways,Kolkata,Banglore,1 stop,12,6,570,13626
Air India,Delhi,Cochin,1 stop,5,27,795,8907
Air India,Mumbai,Hyderabad,non-stop,12,5,85,3100
Jet Airways,Delhi,Cochin,2 stops,5,21,505,16263
Jet Airways,Delhi,Cochin,1 stop,9,6,805,10262
SpiceJet,Banglore,Delhi,non-stop,12,5,170,4423
Jet Airways,Delhi,Cochin,1 stop,6,27,1270,10262
Jet Airways,Delhi,Cochin,2 stops,6,3,1995,16809
Jet Airways,Delhi,Cochin,1 stop,3,21,455,9212
GoAir,Banglore,Delhi,non-stop,5,27,175,3419
Air India,Banglore,New Delhi,2 stops,1,3,665,13576
Multiple carriers,Delhi,Cochin,1 stop,9,4,480,12537
Air India,Mumbai,Hyderabad,non-stop,5,24,75,3625
Air India,Kolkata,Banglore,2 stops,5,24,1165,15107
Air India,Kolkata,Banglore,2 stops,6,5,805,14120
IndiGo,Delhi,Cochin,1 stop,5,27,325,7164
Jet Airways,Mumbai,Hyderabad,non-stop,6,24,90,8040
Multiple carriers,Delhi,Cochin,1 stop,9,6,540,12192
Jet Airways,Kolkata,Banglore,1 stop,9,5,775,9663
Jet Airways,Kolkata,Banglore,1 stop,5,21,590,14781
Air India,Mumbai,Hyderabad,non-stop,3,4,80,2050
Jet Airways,Delhi,Cochin,2 stops,12,6,1320,13376
Vistara,Kolkata,Banglore,1 stop,6,6,1555,8452
Air India,Kolkata,Banglore,1 stop,1,4,925,7893
Jet Airways,Mumbai,Hyderabad,non-stop,5,18,90,4050
IndiGo,Delhi,Cochin,1 stop,3,3,515,14871
Jet Airways,Delhi,Cochin,2 stops,6,27,1295,11507
Jet Airways,Delhi,Cochin,1 stop,9,3,550,14053
SpiceJet,Kolkata,Banglore,non-stop,6,4,145,3873
Jet Airways,Delhi,Cochin,1 stop,12,6,1210,10262
Vistara,Chennai,Kolkata,non-stop,5,27,140,11982
Multiple carriers,Delhi,Cochin,1 stop,6,3,560,15342
Multiple carriers,Delhi,Cochin,1 stop,3,21,570,13062
Air India,Delhi,Cochin,2 stops,3,21,1560,8770
Air India,Delhi,Cochin,2 stops,9,5,1210,9417
IndiGo,Kolkata,Banglore,non-stop,6,18,155,4804
Jet Airways,Kolkata,Banglore,1 stop,9,5,1285,9314
Vistara,Delhi,Cochin,non-stop,1,6,190,6741
SpiceJet,Chennai,Kolkata,non-stop,3,5,135,3597
Jet Airways,Delhi,Cochin,2 stops,9,5,535,15129
IndiGo,Delhi,Cochin,non-stop,9,6,195,6015
IndiGo,Delhi,Cochin,1 stop,5,21,780,6282
Jet Airways,Kolkata,Banglore,1 stop,5,21,1655,8586
Vistara,Kolkata,Banglore,1 stop,6,6,385,8610
Multiple carriers,Delhi,Cochin,1 stop,12,6,845,10678
Multiple carriers,Delhi,Cochin,1 stop,6,24,910,12192
Multiple carriers,Delhi,Cochin,1 stop,6,24,510,7198
SpiceJet,Kolkata,Banglore,non-stop,1,5,145,4174
Jet Airways,Banglore,New Delhi,1 stop,12,3,875,11087
Multiple carriers,Delhi,Cochin,1 stop,6,3,570,15147
Jet Airways,Delhi,Cochin,2 stops,9,6,1630,13882
Vistara,Kolkata,Banglore,1 stop,5,24,1440,9345
Jet Airways,Kolkata,Banglore,1 stop,6,5,1695,9663
Air India,Delhi,Cochin,1 stop,6,3,1480,15407
Air India,Delhi,Cochin,2 stops,6,15,1820,12646
Multiple carriers,Delhi,Cochin,1 stop,5,15,540,6513
Jet Airways,Banglore,Delhi,non-stop,6,5,180,7229
Multiple carriers,Delhi,Cochin,1 stop,5,15,840,8073
Vistara,Kolkata,Banglore,1 stop,6,5,790,8610
IndiGo,Delhi,Cochin,2 stops,9,3,565,8378
Jet Airways,Delhi,Cochin,1 stop,3,21,865,7438
Multiple carriers,Delhi,Cochin,1 stop,3,6,585,11622
IndiGo,Delhi,Cochin,1 stop,1,6,320,7060
IndiGo,Delhi,Cochin,1 stop,5,15,345,6037
Jet Airways,Banglore,Delhi,non-stop,9,5,180,7229
IndiGo,Delhi,Cochin,1 stop,6,27,570,6316
Jet Airways,Delhi,Cochin,1 stop,6,3,440,17024
Jet Airways,Mumbai,Hyderabad,non-stop,6,27,85,4995
GoAir,Kolkata,Banglore,1 stop,3,24,470,4773
Multiple carriers,Delhi,Cochin,1 stop,3,3,425,17057
SpiceJet,Mumbai,Hyderabad,non-stop,3,6,90,2017
SpiceJet,Delhi,Cochin,1 stop,5,18,315,6297
SpiceJet,Banglore,Delhi,non-stop,1,6,175,3573
Air India,Kolkata,Banglore,2 stops,1,5,1045,10991
Jet Airways,Delhi,Cochin,1 stop,6,6,450,14714
Jet Airways,Banglore,Delhi,non-stop,9,5,180,4544
Multiple carriers,Delhi,Cochin,1 stop,3,27,570,7845
Air India,Delhi,Cochin,2 stops,9,6,1560,12199
IndiGo,Kolkata,Banglore,1 stop,5,21,315,7228
Air India,Delhi,Cochin,1 stop,3,4,965,5117
SpiceJet,Chennai,Kolkata,non-stop,5,21,140,3597
IndiGo,Kolkata,Banglore,1 stop,12,6,325,6218
Jet Airways,Banglore,Delhi,non-stop,1,5,180,5198
SpiceJet,Delhi,Cochin,1 stop,4,24,270,4812
IndiGo,Banglore,New Delhi,non-stop,3,21,175,6860
Jet Airways,Delhi,Cochin,1 stop,3,27,800,6017
Jet Airways,Delhi,Cochin,2 stops,9,5,810,15129
Multiple carriers,Delhi,Cochin,1 stop,6,6,760,6795
Air India,Delhi,Cochin,non-stop,9,5,170,5201
SpiceJet,Banglore,New Delhi,non-stop,3,21,175,4839
Air India,Delhi,Cochin,1 stop,3,27,1335,6692
Jet Airways,Mumbai,Hyderabad,non-stop,3,6,90,4995
IndiGo,Kolkata,Banglore,1 stop,5,18,315,6534
Jet Airways,Mumbai,Hyderabad,non-stop,5,21,85,4050
Jet Airways,Delhi,Cochin,1 stop,6,24,450,14714
Air India,Kolkata,Banglore,2 stops,5,15,1165,14424
Jet Airways,Banglore,Delhi,non-stop,5,21,180,7229
Jet Airways,Delhi,Cochin,1 stop,3,3,1185,18253
SpiceJet,Kolkata,Banglore,non-stop,3,18,150,4413
Jet Airways,Kolkata,Banglore,1 stop,5,18,800,7757
Air India,Mumbai,Hyderabad,non-stop,6,3,80,5462
Jet Airways,Delhi,Cochin,1 stop,9,3,1050,13843
IndiGo,Banglore,New Delhi,1 stop,3,15,260,5607
Multiple carriers,Delhi,Cochin,1 stop,6,27,690,11789
Jet Airways,Delhi,Cochin,1 stop,6,6,925,10262
Multiple carriers,Delhi,Cochin,1 stop,5,27,810,8475
GoAir,Banglore,New Delhi,non-stop,3,24,175,4340
Multiple carriers,Delhi,Cochin,1 stop,5,15,795,8266
IndiGo,Banglore,Delhi,non-stop,1,6,170,3943
IndiGo,Kolkata,Banglore,non-stop,6,21,155,4804
Air India,Kolkata,Banglore,1 stop,9,5,1540,8576
Air India,Kolkata,Banglore,1 stop,9,4,1440,5006
IndiGo,Banglore,New Delhi,1 stop,1,3,295,8153
Jet Airways,Delhi,Cochin,1 stop,6,4,1505,5177
Air India,Kolkata,Banglore,2 stops,9,6,875,11201
Multiple carriers,Delhi,Cochin,1 stop,6,15,450,7408
Jet Airways,Kolkata,Banglore,1 stop,9,5,450,14388
